order_id,order_date,ship_date,category,sales,quantity,profit
110457,02/03/2012,06/03/2012,Tables,787.53,3,165.38
107272,06/11/2014,13/11/2014,Binders,2.39,2,-1.83
107272,06/11/2014,13/11/2014,Storage,243.99,7,30.5
125969,07/11/2013,11/11/2013,Chairs,81.42,2,-9.16
125969,07/11/2013,11/11/2013,Furnishings,238.56,3,26.24
145583,14/10/2013,20/10/2013,Paper,20.04,3,9.62
145583,14/10/2013,20/10/2013,Paper,35.44,1,16.66
145583,14/10/2013,20/10/2013,Art,11.52,4,3.46
145583,14/10/2013,20/10/2013,Fasteners,4.02,2,1.97
145583,14/10/2013,20/10/2013,Binders,76.18,3,26.66
145583,14/10/2013,20/10/2013,Supplies,65.88,6,18.45
145583,14/10/2013,20/10/2013,Furnishings,43.12,14,20.7
106180,19/09/2014,24/09/2014,Art,8.82,3,2.38
106180,19/09/2014,24/09/2014,Envelopes,10.86,3,5.1
106180,19/09/2014,24/09/2014,Paper,143.7,3,68.98
110744,07/09/2012,12/09/2012,Storage,671.93,7,20.16
158834,14/03/2013,17/03/2013,Appliances,157.92,5,17.77
158834,14/03/2013,17/03/2013,Phones,203.18,2,15.24
124919,31/05/2012,02/06/2012,Paper,58.38,7,26.27
124919,31/05/2012,02/06/2012,Paper,105.52,4,48.54
124919,31/05/2012,02/06/2012,Storage,80.88,6,21.03
118948,28/05/2012,03/06/2012,Art,6.63,3,1.79
104269,01/03/2011,06/03/2011,Chairs,457.57,2,51.48
162733,12/05/2013,13/05/2013,Paper,5.98,1,2.69
154508,17/11/2013,21/11/2013,Envelopes,28.4,5,13.35
113817,08/11/2013,12/11/2013,Binders,27.68,2,9.69
118962,05/08/2011,09/08/2011,Paper,20.94,3,9.84
118962,05/08/2011,09/08/2011,Paper,110.96,2,53.26
118962,05/08/2011,09/08/2011,Chairs,340.14,7,21.26
123260,26/08/2011,30/08/2011,Accessories,176.8,8,22.98
131457,31/10/2012,06/11/2012,Envelopes,14.28,7,6.71
133690,03/08/2011,05/08/2011,Tables,218.75,2,-161.88
133690,03/08/2011,05/08/2011,Appliances,2.6,1,0.29
108329,10/12/2014,15/12/2014,Phones,444.77,4,44.48
130162,29/10/2013,02/11/2013,Storage,93.06,6,26.06
130162,29/10/2013,02/11/2013,Phones,302.38,3,22.68
160514,13/11/2014,17/11/2014,Paper,10.56,2,4.75
154739,11/12/2013,16/12/2013,Chairs,321.57,2,28.14
145625,12/09/2013,18/09/2013,Paper,7.61,1,3.58
145625,12/09/2013,18/09/2013,Accessories,3347.37,13,636
155040,10/11/2012,15/11/2012,Accessories,79.9,2,35.16
163979,29/12/2014,03/01/2015,Storage,725.84,4,210.49
155334,30/07/2012,31/07/2012,Accessories,209.93,7,92.37
155334,30/07/2012,31/07/2012,Furnishings,5.28,3,2.32
155334,30/07/2012,31/07/2012,Binders,10.92,3,4.1
118136,17/09/2014,18/09/2014,Paper,8.82,2,4.06
118136,17/09/2014,18/09/2014,Art,5.98,1,1.55
130890,02/11/2012,06/11/2012,Tables,1038.84,5,51.94
130883,26/09/2012,02/10/2012,Paper,141.76,5,47.84
130883,26/09/2012,02/10/2012,Accessories,239.8,5,47.96
130883,26/09/2012,02/10/2012,Paper,31.1,6,10.89
111451,26/12/2011,28/12/2011,Furnishings,300.42,8,78.86
111451,26/12/2011,28/12/2011,Chairs,230.35,3,20.16
111451,26/12/2011,28/12/2011,Furnishings,218.35,3,-24.56
111451,26/12/2011,28/12/2011,Binders,78.6,5,-62.88
111451,26/12/2011,28/12/2011,Fasteners,27.55,3,9.3
142902,13/09/2013,15/09/2013,Furnishings,15.14,4,3.59
142902,13/09/2013,15/09/2013,Chairs,466.77,2,52.51
142902,13/09/2013,15/09/2013,Furnishings,15.23,1,1.71
142902,13/09/2013,15/09/2013,Labels,6.26,3,2.04
156601,19/09/2011,24/09/2011,Fasteners,7.16,2,3.58
162138,24/04/2013,28/04/2013,Binders,251.52,6,81.74
162138,24/04/2013,28/04/2013,Accessories,99.99,1,35
137946,01/09/2012,04/09/2012,Binders,4.75,1,1.6
137946,01/09/2012,04/09/2012,Copiers,959.98,2,335.99
137946,01/09/2012,04/09/2012,Binders,14.37,4,4.49
129924,12/07/2011,17/07/2011,Binders,7.71,2,2.8
129924,12/07/2011,17/07/2011,Tables,698.35,3,-17.46
128167,22/06/2012,26/06/2012,Fasteners,4.96,4,2.33
169901,16/06/2014,20/06/2014,Phones,47.98,3,4.8
123344,24/09/2011,29/09/2011,Storage,211.96,4,8.48
119137,23/07/2011,27/07/2011,Binders,8.16,5,-5.71
119137,23/07/2011,27/07/2011,Accessories,1023.94,8,179.19
119137,23/07/2011,27/07/2011,Art,9.24,1,0.92
119137,23/07/2011,27/07/2011,Accessories,479.04,10,-29.94
134775,29/10/2013,30/10/2013,Paper,50.96,7,25.48
134775,29/10/2013,30/10/2013,Binders,49.54,3,17.34
135972,21/09/2011,23/09/2011,Phones,246.38,2,27.72
135972,21/09/2011,23/09/2011,Copiers,1799.97,3,701.99
102946,01/07/2014,06/07/2014,Binders,75.79,3,25.58
117457,09/12/2014,13/12/2014,Accessories,179.95,5,37.79
117457,09/12/2014,13/12/2014,Copiers,1199.98,3,434.99
117457,09/12/2014,13/12/2014,Paper,27.15,5,13.3
117457,09/12/2014,13/12/2014,Tables,1004.02,7,-112.95
117457,09/12/2014,13/12/2014,Paper,9.68,1,4.65
117457,09/12/2014,13/12/2014,Labels,28.35,9,13.61
117457,09/12/2014,13/12/2014,Paper,55.98,1,27.43
117457,09/12/2014,13/12/2014,Bookcases,1336.83,13,31.45
117457,09/12/2014,13/12/2014,Chairs,113.57,2,-18.45
142636,04/11/2014,08/11/2014,Paper,139.86,7,65.73
142636,04/11/2014,08/11/2014,Chairs,307.14,4,26.87
122105,25/06/2014,29/06/2014,Art,95.92,8,25.9
148796,15/04/2013,19/04/2013,Chairs,383.8,5,38.38
110478,05/03/2014,10/03/2014,Art,9.32,4,2.7
110478,05/03/2014,10/03/2014,Envelopes,15.25,1,7.02
142048,22/06/2011,25/06/2011,Accessories,196.75,6,56.57
110674,13/02/2011,19/02/2011,Chairs,129.57,2,-24.29
109638,15/12/2012,22/12/2012,Appliances,103.92,4,36.37
109638,15/12/2012,22/12/2012,Accessories,899.91,9,377.96
109638,15/12/2012,22/12/2012,Binders,51.31,3,18.6
109869,23/04/2013,30/04/2013,Furnishings,23.56,5,7.07
109869,23/04/2013,30/04/2013,Tables,1272.63,6,-814.48
109869,23/04/2013,30/04/2013,Binders,28.49,5,-20.89
109869,23/04/2013,30/04/2013,Supplies,185.38,2,-34.76
109869,23/04/2013,30/04/2013,Appliances,78.27,2,5.87
144666,09/11/2011,11/11/2011,Storage,340.92,3,3.41
144666,09/11/2011,11/11/2011,Bookcases,222.67,2,10.48
144666,09/11/2011,11/11/2011,Phones,703.97,4,88
144666,09/11/2011,11/11/2011,Storage,92.52,6,24.98
144666,09/11/2011,11/11/2011,Paper,62.65,7,28.82
144666,09/11/2011,11/11/2011,Paper,94.85,5,45.53
103891,13/07/2013,20/07/2013,Phones,95.76,6,7.18
134677,06/10/2011,10/10/2011,Accessories,9.09,3,1.91
140963,11/06/2014,14/06/2014,Labels,29.6,2,14.8
140963,11/06/2014,14/06/2014,Bookcases,514.17,5,-30.25
140963,11/06/2014,14/06/2014,Phones,279.96,5,17.5
169166,10/05/2013,15/05/2013,Accessories,93.98,2,13.16
126158,26/07/2013,01/08/2013,Binders,119.62,8,40.37
126158,26/07/2013,01/08/2013,Furnishings,255.76,4,81.84
126158,26/07/2013,01/08/2013,Chairs,241.57,2,18.12
126158,26/07/2013,01/08/2013,Furnishings,69.3,9,22.87
105578,31/05/2013,05/06/2013,Binders,22.62,2,-15.08
105578,31/05/2013,05/06/2013,Binders,14.95,2,-11.96
105578,31/05/2013,05/06/2013,Chairs,801.57,2,50.1
105578,31/05/2013,05/06/2013,Binders,2.38,3,-1.9
105578,31/05/2013,05/06/2013,Paper,32.79,1,11.89
163405,22/12/2014,26/12/2014,Art,6.63,3,1.79
163405,22/12/2014,26/12/2014,Art,5.88,2,1.71
127432,23/01/2014,28/01/2014,Copiers,2999.95,5,1379.98
127432,23/01/2014,28/01/2014,Storage,51.45,3,13.89
127432,23/01/2014,28/01/2014,Paper,11.96,2,5.38
127432,23/01/2014,28/01/2014,Storage,1126.02,3,56.3
139486,22/05/2013,24/05/2013,Phones,55.18,3,-12.41
139486,22/05/2013,24/05/2013,Accessories,66.26,2,27.17
102848,07/11/2012,09/11/2012,Chairs,190.72,1,11.92
129441,08/09/2014,12/09/2014,Furnishings,47.94,3,2.4
126613,11/07/2013,17/07/2013,Storage,16.77,2,1.47
136924,15/07/2013,18/07/2013,Phones,380.86,8,38.09
136406,16/04/2013,18/04/2013,Chairs,1121.57,2,0
100650,30/06/2014,04/07/2014,Storage,1295.78,2,310.99
113243,11/06/2013,16/06/2013,Labels,20.7,2,9.94
113243,11/06/2013,16/06/2013,Tables,1335.68,4,-217.05
113243,11/06/2013,16/06/2013,Paper,32.4,5,15.55
118731,21/11/2014,23/11/2014,Furnishings,42.6,3,16.61
118731,21/11/2014,23/11/2014,Binders,84.06,7,27.32
130736,07/12/2012,09/12/2012,Fasteners,3.96,2,0
130736,07/12/2012,09/12/2012,Labels,2.61,1,1.2
137099,08/12/2014,11/12/2014,Phones,374.38,3,46.8
156951,02/10/2014,09/10/2014,Paper,91.84,8,45
156951,02/10/2014,09/10/2014,Binders,81.09,7,27.37
156951,02/10/2014,09/10/2014,Paper,19.44,3,9.33
156951,02/10/2014,09/10/2014,Chairs,451.15,3,0
127250,04/11/2013,08/11/2013,Art,8.82,3,2.38
149713,18/09/2012,22/09/2012,Paper,160.72,14,78.75
149713,18/09/2012,22/09/2012,Paper,19.92,4,9.76
149713,18/09/2012,22/09/2012,Supplies,7.3,2,2.19
132906,10/09/2012,14/09/2012,Supplies,51.52,4,1.55
145233,02/12/2014,06/12/2014,Phones,470.38,3,52.92
145233,02/12/2014,06/12/2014,Phones,105.58,2,9.24
145233,02/12/2014,06/12/2014,Appliances,31.15,3,3.5
145233,02/12/2014,06/12/2014,Binders,6.78,7,-4.75
145233,02/12/2014,06/12/2014,Phones,406.37,4,30.48
156986,21/03/2013,25/03/2013,Phones,84.78,2,-20.14
156986,21/03/2013,25/03/2013,Paper,20.74,4,7.26
156986,21/03/2013,25/03/2013,Binders,16.82,3,-12.9
156986,21/03/2013,25/03/2013,Paper,10.37,2,3.63
131450,08/08/2011,15/08/2011,Appliances,76.12,2,22.07
131450,08/08/2011,15/08/2011,Copiers,1199.98,3,434.99
131450,08/08/2011,15/08/2011,Phones,445.96,5,55.75
131450,08/08/2011,15/08/2011,Furnishings,327.76,8,91.77
153787,20/05/2014,24/05/2014,Appliances,97.16,2,28.18
133431,18/12/2014,22/12/2014,Binders,15.24,5,5.14
133431,18/12/2014,22/12/2014,Paper,13.23,3,6.09
135720,12/12/2013,14/12/2013,Storage,243.38,3,-51.72
135720,12/12/2013,14/12/2013,Accessories,119.8,5,29.95
135720,12/12/2013,14/12/2013,Phones,300.77,4,30.08
123470,16/08/2013,22/08/2013,Binders,18.88,3,-13.85
123470,16/08/2013,22/08/2013,Appliances,122.33,3,12.23
115917,21/05/2013,26/05/2013,Furnishings,1049.2,5,272.79
115917,21/05/2013,26/05/2013,Binders,15.42,4,5.01
167913,31/07/2014,04/08/2014,Storage,330.4,2,85.9
167913,31/07/2014,04/08/2014,Labels,26.25,7,12.6
103947,02/04/2013,09/04/2013,Fasteners,31.56,5,9.86
103947,02/04/2013,09/04/2013,Appliances,30.14,2,3.01
160745,12/12/2013,17/12/2013,Furnishings,14.8,4,6.07
160745,12/12/2013,17/12/2013,Phones,302.38,3,22.68
160745,12/12/2013,17/12/2013,Accessories,316,4,31.6
131534,28/03/2012,02/04/2012,Accessories,166.24,1,24.94
131534,28/03/2012,02/04/2012,Paper,33.4,5,16.03
163755,05/11/2013,09/11/2013,Furnishings,209.88,3,35.68
142027,09/04/2012,14/04/2012,Tables,369.91,3,-13.87
153150,01/07/2011,06/07/2011,Binders,19.92,5,6.97
104472,02/06/2011,07/06/2011,Binders,59.81,3,19.44
104472,02/06/2011,07/06/2011,Furnishings,73.32,6,22
112942,13/02/2013,18/02/2013,Paper,146.82,3,73.41
131954,22/01/2014,26/01/2014,Storage,242.94,3,9.72
131954,22/01/2014,26/01/2014,Accessories,179.97,3,86.39
131954,22/01/2014,26/01/2014,Binders,99.7,6,33.65
131954,22/01/2014,26/01/2014,Binders,27.94,4,9.43
131954,22/01/2014,26/01/2014,Bookcases,84.98,1,18.7
131954,22/01/2014,26/01/2014,Binders,18.72,5,6.55
132500,08/09/2011,12/09/2011,Accessories,49.98,2,8.5
124429,27/05/2011,27/05/2011,Tables,567.12,10,-28.36
124429,27/05/2011,27/05/2011,Storage,359.32,4,7.19
110499,08/04/2013,10/04/2013,Copiers,1199.98,3,374.99
135272,07/12/2012,12/12/2012,Furnishings,79.92,4,28.77
112319,31/08/2012,05/09/2012,Paper,58.32,9,27.99
144267,21/08/2012,23/08/2012,Chairs,544.01,3,40.8
144267,21/08/2012,23/08/2012,Paper,59.94,3,28.17
144267,21/08/2012,23/08/2012,Paper,23.92,4,11.72
144267,21/08/2012,23/08/2012,Paper,4.28,1,1.93
129567,18/03/2014,22/03/2014,Binders,17.46,2,5.89
154620,12/12/2012,16/12/2012,Chairs,348.93,2,34.89
156433,20/09/2011,26/09/2011,Labels,9.96,2,4.58
156433,20/09/2011,26/09/2011,Paper,21.72,4,10.64
101910,27/11/2012,03/12/2012,Chairs,283.92,5,17.75
105809,21/02/2014,24/02/2014,Furnishings,22.23,1,7.34
105809,21/02/2014,24/02/2014,Phones,215.97,2,18.9
135783,23/04/2014,25/04/2014,Furnishings,18.28,2,6.22
134313,01/11/2011,07/11/2011,Art,43.18,3,4.32
134313,01/11/2011,07/11/2011,Phones,1983.97,4,248
151995,13/10/2011,15/10/2011,Art,11.52,4,3.23
151995,13/10/2011,15/10/2011,Tables,1298.55,5,311.65
151995,13/10/2011,15/10/2011,Appliances,213.92,4,62.04
151995,13/10/2011,15/10/2011,Accessories,25.78,2,2.58
143686,15/05/2014,15/05/2014,Furnishings,18.28,2,6.22
143686,15/05/2014,15/05/2014,Accessories,1399.93,7,601.97
102071,09/05/2011,15/05/2011,Accessories,67.8,4,4.07
102071,09/05/2011,15/05/2011,Accessories,167.97,3,40.31
161669,08/11/2013,10/11/2013,Binders,37.44,4,11.7
161669,08/11/2013,10/11/2013,Binders,26.98,4,8.77
161669,08/11/2013,10/11/2013,Supplies,11.36,2,3.29
161669,08/11/2013,10/11/2013,Labels,14.62,2,6.87
152534,21/06/2013,26/06/2013,Art,5.16,2,1.34
152534,21/06/2013,26/06/2013,Paper,38.88,6,18.66
133851,09/06/2011,16/06/2011,Supplies,7.36,2,0.15
133851,09/06/2011,16/06/2011,Art,23.1,2,10.63
123463,24/12/2014,24/12/2014,Art,13.48,4,5.93
143602,25/04/2012,28/04/2012,Binders,13.94,3,4.53
115364,27/06/2014,03/07/2014,Storage,83.76,12,1.68
104976,09/12/2011,16/12/2011,Paper,34.68,6,16.99
105494,11/11/2013,13/11/2013,Storage,155.82,7,42.07
105494,11/11/2013,13/11/2013,Binders,70.01,3,24.5
130477,09/04/2013,13/04/2013,Paper,20.04,3,9.62
130477,09/04/2013,13/04/2013,Storage,64.96,2,2.6
130477,09/04/2013,13/04/2013,Paper,12.96,2,6.22
111745,06/11/2014,07/11/2014,Accessories,159.99,1,54.4
148250,13/12/2012,17/12/2012,Paper,12.96,2,6.22
148250,13/12/2012,17/12/2012,Appliances,134.48,4,34.96
105760,20/06/2013,21/06/2013,Paper,17.12,2,8.05
142958,14/12/2013,21/12/2013,Binders,6.1,2,2.21
142958,14/12/2013,21/12/2013,Tables,1114.27,4,41.79
120880,29/05/2012,03/06/2012,Paper,32.4,5,15.55
120880,29/05/2012,03/06/2012,Storage,540.57,3,140.55
120880,29/05/2012,03/06/2012,Binders,167.76,5,62.91
140200,26/07/2012,28/07/2012,Tables,393.17,3,-204.45
102414,16/05/2014,19/05/2014,Phones,29.59,1,2.59
102414,16/05/2014,19/05/2014,Binders,4.75,2,-3.17
102414,16/05/2014,19/05/2014,Paper,15.55,3,5.64
112571,22/09/2012,22/09/2012,Furnishings,204.6,2,53.2
152142,15/11/2014,20/11/2014,Chairs,321.57,2,28.14
120859,02/09/2013,05/09/2013,Envelopes,21.88,2,10.94
100209,10/07/2014,16/07/2014,Binders,1.08,2,-0.79
163419,11/11/2011,14/11/2011,Art,3.39,1,0.81
163419,11/11/2011,14/11/2011,Phones,559.98,2,56
163419,11/11/2011,14/11/2011,Chairs,603.92,5,75.49
105585,27/08/2013,28/08/2013,Fasteners,10.23,3,4.91
105585,27/08/2013,28/08/2013,Paper,154.9,5,69.71
155488,14/11/2013,18/11/2013,Art,44.02,2,11.45
126445,27/08/2012,31/08/2012,Storage,484.65,3,92.08
105312,06/11/2012,09/11/2012,Envelopes,7.08,3,2.48
105312,06/11/2012,09/11/2012,Binders,4.4,3,-3.52
158540,24/11/2011,26/11/2011,Furnishings,151.72,4,27.31
118437,18/06/2014,22/06/2014,Furnishings,155.25,3,46.58
118437,18/06/2014,22/06/2014,Storage,14.03,1,4.07
126214,21/12/2012,24/12/2012,Tables,1618.37,13,356.04
126214,21/12/2012,24/12/2012,Accessories,99.6,1,36.85
133025,17/09/2012,19/09/2012,Paper,32.4,5,15.55
106964,18/12/2014,21/12/2014,Binders,11.81,2,4.28
127418,13/06/2012,14/06/2012,Binders,36.62,3,13.73
139192,27/05/2011,01/06/2011,Phones,1113.5,12,125.27
139192,27/05/2011,01/06/2011,Accessories,99.99,1,38
167150,11/12/2014,18/12/2014,Binders,19.94,4,7.23
167150,11/12/2014,18/12/2014,Binders,65.57,2,22.95
157686,02/10/2013,03/10/2013,Chairs,194.85,4,12.18
144652,20/11/2012,26/11/2012,Art,19.46,7,5.06
152814,29/04/2013,03/05/2013,Paper,29.47,3,9.95
134348,13/11/2013,20/11/2013,Binders,6.27,5,-4.6
134348,13/11/2013,20/11/2013,Binders,4.37,7,-3.35
134348,13/11/2013,20/11/2013,Accessories,31.98,2,2
132521,24/09/2014,26/09/2014,Appliances,119.96,2,33.59
132521,24/09/2014,26/09/2014,Storage,31.44,3,8.49
132521,24/09/2014,26/09/2014,Binders,6.88,1,2.32
166163,16/08/2013,21/08/2013,Phones,71.98,3,7.2
166163,16/08/2013,21/08/2013,Labels,3.15,1,1.51
143490,06/12/2012,13/12/2012,Art,120.15,9,33.64
143490,06/12/2012,13/12/2012,Phones,219.18,2,19.18
159338,25/06/2011,28/06/2011,Tables,447.84,5,11.2
107216,15/06/2013,18/06/2013,Art,7.04,4,2.04
107216,15/06/2013,18/06/2013,Furnishings,8.73,3,4.1
107216,15/06/2013,18/06/2013,Accessories,29.29,1,9.67
107216,15/06/2013,18/06/2013,Art,8.64,3,2.51
112340,22/10/2013,28/10/2013,Paper,22.92,3,11.23
140585,19/12/2014,24/12/2014,Binders,46.67,2,16.34
140585,19/12/2014,24/12/2014,Bookcases,119.83,1,-12.69
140585,19/12/2014,24/12/2014,Accessories,119.98,2,57.59
144855,23/07/2013,25/07/2013,Labels,6.3,2,3.02
114776,07/12/2013,08/12/2013,Paper,19.44,3,9.33
146969,29/09/2011,03/10/2011,Furnishings,204.6,2,53.2
146969,29/09/2011,03/10/2011,Fasteners,8.72,4,2.88
146969,29/09/2011,03/10/2011,Paper,6.48,1,3.11
146969,29/09/2011,03/10/2011,Machines,686.32,2,223.05
146969,29/09/2011,03/10/2011,Storage,62.18,1,16.79
160395,01/01/2014,07/01/2014,Art,3.64,2,1.64
160395,01/01/2014,07/01/2014,Binders,159.77,7,53.92
149314,03/07/2013,08/07/2013,Chairs,195.18,1,19.52
126522,01/09/2011,05/09/2011,Art,53.94,3,15.64
125416,02/11/2012,02/11/2012,Accessories,447.93,9,49.27
158064,21/04/2011,25/04/2011,Binders,16.52,5,5.58
120243,27/12/2011,30/12/2011,Labels,11.56,4,5.43
127131,24/11/2011,30/11/2011,Binders,12.1,7,4.23
127131,24/11/2011,30/11/2011,Storage,485.88,6,9.72
127131,24/11/2011,30/11/2011,Paper,25.92,4,12.44
127131,24/11/2011,30/11/2011,Storage,197.58,2,53.35
117212,27/02/2014,01/03/2014,Appliances,81.92,4,22.12
117212,27/02/2014,01/03/2014,Phones,889.54,8,66.72
117212,27/02/2014,01/03/2014,Chairs,892.22,3,89.22
117212,27/02/2014,01/03/2014,Paper,223.92,4,109.72
117212,27/02/2014,01/03/2014,Paper,23.12,4,11.33
114727,19/07/2013,25/07/2013,Chairs,544.01,3,40.8
114727,19/07/2013,25/07/2013,Binders,1.87,3,-1.44
114727,19/07/2013,25/07/2013,Chairs,854.35,3,10.68
114727,19/07/2013,25/07/2013,Storage,593.57,2,0
114727,19/07/2013,25/07/2013,Storage,338.04,3,-33.8
110184,12/07/2011,16/07/2011,Storage,249.75,9,44.96
110184,12/07/2011,16/07/2011,Phones,255.94,8,28.79
100013,07/11/2014,12/11/2014,Envelopes,15.28,2,7.49
100013,07/11/2014,12/11/2014,Furnishings,8.73,1,2.97
100013,07/11/2014,12/11/2014,Art,5.68,2,1.76
127012,11/08/2011,15/08/2011,Furnishings,12.35,1,5.43
127012,11/08/2011,15/08/2011,Art,40.97,1,10.65
127012,11/08/2011,15/08/2011,Fasteners,22.96,2,10.79
168494,12/12/2011,14/12/2011,Tables,764.69,6,95.59
168494,12/12/2011,14/12/2011,Tables,3610.85,12,135.41
168494,12/12/2011,14/12/2011,Bookcases,254.97,3,12
110380,03/09/2014,08/09/2014,Art,6.57,3,1.77
167738,24/12/2011,29/12/2011,Storage,142.86,1,41.43
167738,24/12/2011,29/12/2011,Chairs,292.27,6,18.27
121412,24/09/2014,28/09/2014,Furnishings,29.33,3,3.67
163384,11/11/2013,13/11/2013,Binders,13.22,4,4.46
163384,11/11/2013,13/11/2013,Paper,32.4,5,15.55
101707,27/08/2012,01/09/2012,Supplies,32.94,3,9.22
101707,27/08/2012,01/09/2012,Paper,114.2,5,52.53
101707,27/08/2012,01/09/2012,Labels,3.08,1,1.48
138898,25/05/2012,29/05/2012,Appliances,845.73,13,84.57
115427,31/12/2014,04/01/2015,Binders,13.9,2,4.52
115427,31/12/2014,04/01/2015,Binders,20.72,2,6.48
121391,04/10/2012,07/10/2012,Storage,26.96,2,7.01
141397,21/06/2013,22/06/2013,Paper,46.76,7,22.44
141397,21/06/2013,22/06/2013,Binders,17.71,3,6.42
141397,21/06/2013,22/06/2013,Appliances,21.78,2,5.66
141397,21/06/2013,22/06/2013,Storage,161.94,3,9.72
141397,21/06/2013,22/06/2013,Chairs,161.57,2,-8.08
145919,19/12/2013,24/12/2013,Paper,38.88,6,18.66
145919,19/12/2013,24/12/2013,Furnishings,183.84,8,62.51
145919,19/12/2013,24/12/2013,Supplies,579.3,5,28.97
106033,16/10/2014,19/10/2014,Art,87.92,4,26.38
142762,24/05/2013,28/05/2013,Furnishings,37.05,3,16.3
121664,06/05/2011,10/05/2011,Binders,140.74,8,52.78
123281,03/04/2014,08/04/2014,Furnishings,25.11,3,6.53
162978,05/05/2014,10/05/2014,Phones,183.96,5,20.7
162978,05/05/2014,10/05/2014,Paper,17.61,3,8.45
162978,05/05/2014,10/05/2014,Tables,300.9,1,11.28
151925,26/09/2011,01/10/2011,Chairs,145.57,2,0
155425,11/11/2014,12/11/2014,Binders,38.39,14,-25.59
155425,11/11/2014,12/11/2014,Machines,95.99,2,-64
155425,11/11/2014,12/11/2014,Accessories,239.95,6,-35.99
155425,11/11/2014,12/11/2014,Phones,201.58,2,15.12
155425,11/11/2014,12/11/2014,Chairs,899.14,4,-146.11
133249,09/07/2014,12/07/2014,Furnishings,145.9,5,62.74
103471,24/12/2012,28/12/2012,Bookcases,590.06,7,-786.74
103471,24/12/2012,28/12/2012,Art,14.04,3,1.58
157021,01/04/2011,06/04/2011,Labels,29.6,2,14.8
157021,01/04/2011,06/04/2011,Binders,17.09,4,5.55
120362,14/09/2012,19/09/2012,Tables,912.75,5,118.66
126361,04/08/2011,09/08/2011,Appliances,1089.75,3,305.13
126361,04/08/2011,09/08/2011,Paper,447.84,8,219.44
126361,04/08/2011,09/08/2011,Art,16.4,5,4.26
126361,04/08/2011,09/08/2011,Phones,399.96,5,35
126361,04/08/2011,09/08/2011,Storage,158.9,5,7.95
126361,04/08/2011,09/08/2011,Binders,13.18,1,4.78
122245,26/09/2013,01/10/2013,Tables,393.17,3,-204.45
115994,29/01/2014,01/02/2014,Accessories,239.97,3,26.4
115994,29/01/2014,01/02/2014,Furnishings,37.74,3,12.83
124800,26/09/2012,30/09/2012,Paper,86.27,4,31.27
124800,26/09/2012,30/09/2012,Binders,72.59,2,-48.39
124800,26/09/2012,30/09/2012,Appliances,60.67,2,14.41
124800,26/09/2012,30/09/2012,Binders,77.03,9,-59.06
124800,26/09/2012,30/09/2012,Storage,119.9,6,-1.5
124800,26/09/2012,30/09/2012,Phones,263.96,5,23.1
124800,26/09/2012,30/09/2012,Storage,363.65,4,-86.37
164448,31/10/2012,04/11/2012,Binders,9.73,2,3.28
164448,31/10/2012,04/11/2012,Envelopes,14.75,5,7.08
164448,31/10/2012,04/11/2012,Binders,29.8,5,9.31
164448,31/10/2012,04/11/2012,Labels,427.42,14,196.61
153129,27/12/2013,31/12/2013,Paper,33.9,5,15.59
128160,20/12/2014,25/12/2014,Binders,36.67,2,11.46
166135,01/10/2012,06/10/2012,Storage,139.42,4,17.43
145821,01/05/2012,07/05/2012,Phones,88.75,3,11.09
